index,docId,category,charCount,wordCount,url
5184,technology184,technology,1185,421,https://kohsantepheapdaily.com.kh/article/847247.html
5185,technology185,technology,1286,428,https://kohsantepheapdaily.com.kh/article/839534.html
5186,technology186,technology,1802,625,https://kohsantepheapdaily.com.kh/article/1804766.html
5187,technology187,technology,957,343,https://kohsantepheapdaily.com.kh/article/119157.html
5188,technology188,technology,767,280,https://kohsantepheapdaily.com.kh/article/1254271.html
5189,technology189,technology,2078,774,https://kohsantepheapdaily.com.kh/article/18812.html
5190,technology190,technology,1649,579,https://kohsantepheapdaily.com.kh/article/%e1%9e%9a%e1%9e%b9%e1%9e%8f%e2%80%8b%e1%9e%8f%e1%9f%82%e1%9e%96%e1%9e%b7%e1%9e%9f%e1%9f%81%e1%9e%9f-%e1%9e%9a%e1%9e%90%e1%9e%97%e1%9f%92%e1%9e%9b%e1%9e%be%e1%9e%84%e2%80%8b%e1%9e%94%e1%9f%92%e1%9e%9a.html
5191,technology191,technology,2015,684,https://dap-news.com/technology/2020/04/02/45698/
5192,technology192,technology,941,347,https://news.sabay.com.kh/article/1357362
5193,technology193,technology,1617,547,https://kohsantepheapdaily.com.kh/article/664073.html
5194,technology194,technology,1066,373,https://kohsantepheapdaily.com.kh/article/833485.html
5195,technology195,technology,1160,402,https://kohsantepheapdaily.com.kh/article/153319.html
5196,technology196,technology,3422,1246,https://kohsantepheapdaily.com.kh/article/569340.html
5197,technology197,technology,568,182,https://kohsantepheapdaily.com.kh/article/138609.html
5198,technology198,technology,884,314,https://news.sabay.com.kh/article/1347204
5199,technology199,technology,817,265,https://news.sabay.com.kh/article/1358756
5200,technology200,technology,599,202,https://kohsantepheapdaily.com.kh/article/121340.html
5201,technology201,technology,637,226,https://kohsantepheapdaily.com.kh/article/133764.html
5202,technology202,technology,3070,1079,https://news.sabay.com.kh/article/1348777
5203,technology203,technology,4358,1592,https://news.sabay.com.kh/article/1357189
5204,technology204,technology,2339,831,https://kohsantepheapdaily.com.kh/article/169598.html
5205,technology205,technology,1217,420,https://news.sabay.com.kh/article/1352798
5206,technology206,technology,1398,496,https://kohsantepheapdaily.com.kh/article/855477.html
5207,technology207,technology,1196,428,https://news.sabay.com.kh/article/1347470
5208,technology208,technology,1304,465,https://kohsantepheapdaily.com.kh/article/20890.html
5209,technology209,technology,1115,388,https://news.sabay.com.kh/article/1346330
5210,technology210,technology,1984,671,https://kohsantepheapdaily.com.kh/article/859632.html
5211,technology211,technology,996,336,https://kohsantepheapdaily.com.kh/article/160675.html
5212,technology212,technology,1963,667,https://news.sabay.com.kh/article/1355016
5213,technology213,technology,916,322,https://news.sabay.com.kh/article/1352607
5214,technology214,technology,1210,434,https://news.sabay.com.kh/article/1360092
5215,technology215,technology,992,342,https://kohsantepheapdaily.com.kh/article/901542.html
5216,technology216,technology,625,217,https://kohsantepheapdaily.com.kh/article/147143.html
5217,technology217,technology,1216,439,https://kohsantepheapdaily.com.kh/article/778956.html
5218,technology218,technology,1245,428,https://news.sabay.com.kh/article/1351607
5219,technology219,technology,1123,390,https://news.sabay.com.kh/article/1355615
5220,technology220,technology,2934,900,https://news.sabay.com.kh/article/1352528
5221,technology221,technology,1175,421,https://kohsantepheapdaily.com.kh/article/154627.html
5222,technology222,technology,11012,4076,https://dap-news.com/technology/2022/06/01/250209/
5223,technology223,technology,957,346,https://dap-news.com/technology/2024/08/19/440578/
5224,technology224,technology,2299,813,https://dap-news.com/technology/2024/05/23/417181/
5225,technology225,technology,799,283,https://kohsantepheapdaily.com.kh/article/128191.html
5226,technology226,technology,1050,371,https://news.sabay.com.kh/article/1355048
5227,technology227,technology,3026,1118,https://kohsantepheapdaily.com.kh/article/%e1%9e%9f%e1%9e%b7%e1%9e%9f%e1%9f%92%e1%9e%9f%e1%9e%8f%e1%9f%92%e1%9e%9a%e1%9f%80%e1%9e%98%e1%9e%94%e1%9e%b6%e1%9e%80%e1%9f%8b%e1%9e%8c%e1%9e%bb%e1%9e%94%e1%9e%86%e1%9f%92%e1%9e%93%e1%9e%b6%e1%9f%86.html
5228,technology228,technology,4786,1786,https://kohsantepheapdaily.com.kh/article/691349.html
5229,technology229,technology,802,276,https://kohsantepheapdaily.com.kh/article/124104.html
5230,technology230,technology,1503,525,https://kohsantepheapdaily.com.kh/article/566207.html
5231,technology231,technology,1030,349,https://news.sabay.com.kh/article/1359797
5232,technology232,technology,1919,686,https://kohsantepheapdaily.com.kh/article/1832779.html
5233,technology233,technology,413,147,https://kohsantepheapdaily.com.kh/article/115860.html
5234,technology234,technology,2039,701,https://kohsantepheapdaily.com.kh/article/848586.html
5235,technology235,technology,1136,408,https://dap-news.com/technology/2021/06/26/159849/
5236,technology236,technology,1257,461,https://kohsantepheapdaily.com.kh/article/166889.html
5237,technology237,technology,1034,370,https://kohsantepheapdaily.com.kh/article/134543.html
5238,technology238,technology,1771,660,https://dap-news.com/technology/2024/01/04/384020/
5239,technology239,technology,409,144,https://dap-news.com/technology/2023/07/11/344840/
5240,technology240,technology,732,256,https://kohsantepheapdaily.com.kh/article/133575.html
5241,technology241,technology,1296,438,https://kohsantepheapdaily.com.kh/article/820276.html
5242,technology242,technology,1445,483,https://kohsantepheapdaily.com.kh/article/769735.html
5243,technology243,technology,730,271,https://kohsantepheapdaily.com.kh/article/135622.html
5244,technology244,technology,4000,1432,https://news.sabay.com.kh/article/1356069
5245,technology245,technology,4032,1248,https://news.sabay.com.kh/article/1356098
5246,technology246,technology,1512,495,https://kohsantepheapdaily.com.kh/article/1315407.html
5247,technology247,technology,1491,498,https://kohsantepheapdaily.com.kh/article/1018015.html
5248,technology248,technology,2629,948,https://kohsantepheapdaily.com.kh/article/2019994.html
5249,technology249,technology,1240,432,https://kohsantepheapdaily.com.kh/article/153564.html
5250,technology250,technology,1297,466,https://kohsantepheapdaily.com.kh/article/156712.html
5251,technology251,technology,865,315,https://news.sabay.com.kh/article/1346660
5252,technology252,technology,1241,423,https://kohsantepheapdaily.com.kh/article/1418482.html
5253,technology253,technology,1664,543,https://kohsantepheapdaily.com.kh/article/1037907.html
5254,technology254,technology,865,287,https://kohsantepheapdaily.com.kh/article/106076.html
5255,technology255,technology,1331,457,https://news.sabay.com.kh/article/1352343
5256,technology256,technology,1086,369,https://news.sabay.com.kh/article/1360237
5257,technology257,technology,1620,560,https://news.sabay.com.kh/article/1347693
5258,technology258,technology,1759,578,https://news.sabay.com.kh/article/1354654
5259,technology259,technology,1210,414,https://news.sabay.com.kh/article/1360433
5260,technology260,technology,598,209,https://kohsantepheapdaily.com.kh/article/118336.html
5261,technology261,technology,531,196,https://kohsantepheapdaily.com.kh/article/149529.html
5262,technology262,technology,1378,479,https://news.sabay.com.kh/article/1350123
5263,technology263,technology,629,215,https://kohsantepheapdaily.com.kh/article/149581.html
5264,technology264,technology,2184,803,https://kohsantepheapdaily.com.kh/article/627919.html
5265,technology265,technology,1648,532,https://kohsantepheapdaily.com.kh/article/804069.html
5266,technology266,technology,704,230,https://kohsantepheapdaily.com.kh/article/132068.html
5267,technology267,technology,1319,451,https://kohsantepheapdaily.com.kh/article/170917.html
5268,technology268,technology,1069,373,https://kohsantepheapdaily.com.kh/article/104830.html
5269,technology269,technology,2429,876,https://kohsantepheapdaily.com.kh/article/667896.html
5270,technology270,technology,2171,775,https://kohsantepheapdaily.com.kh/article/1985992.html
5271,technology271,technology,4365,1524,https://news.sabay.com.kh/article/1357168
5272,technology272,technology,1066,392,https://news.sabay.com.kh/article/1354731
5273,technology273,technology,1731,640,https://dap-news.com/technology/2024/07/09/429466/
5274,technology274,technology,792,287,https://kohsantepheapdaily.com.kh/article/148649.html
5275,technology275,technology,1496,497,https://news.sabay.com.kh/article/1353466
5276,technology276,technology,1013,348,https://news.sabay.com.kh/article/1348273
5277,technology277,technology,1560,571,https://dap-news.com/technology/2024/08/22/441329/
5278,technology278,technology,820,300,https://news.sabay.com.kh/article/1347099
5279,technology279,technology,1423,506,https://kohsantepheapdaily.com.kh/article/161400.html
5280,technology280,technology,693,240,https://kohsantepheapdaily.com.kh/article/134636.html
5281,technology281,technology,1320,473,https://kohsantepheapdaily.com.kh/article/147736.html
5282,technology282,technology,1084,361,https://news.sabay.com.kh/article/1345921
5283,technology283,technology,1103,365,https://kohsantepheapdaily.com.kh/article/635072.html
5284,technology284,technology,1324,475,https://kohsantepheapdaily.com.kh/article/171767.html
5285,technology285,technology,1792,618,https://kohsantepheapdaily.com.kh/article/1667987.html
5286,technology286,technology,2994,1100,https://kohsantepheapdaily.com.kh/article/631282.html
5287,technology287,technology,2342,826,https://kohsantepheapdaily.com.kh/article/1918478.html
5288,technology288,technology,1202,423,https://kohsantepheapdaily.com.kh/article/631324.html
5289,technology289,technology,2684,974,https://dap-news.com/technology/2021/11/04/196366/
5290,technology290,technology,2119,670,https://news.sabay.com.kh/article/1359065
5291,technology291,technology,1026,369,https://news.sabay.com.kh/article/1353913
5292,technology292,technology,522,173,https://kohsantepheapdaily.com.kh/article/116525.html
5293,technology293,technology,1147,401,https://kohsantepheapdaily.com.kh/article/736452.html
5294,technology294,technology,857,310,https://news.sabay.com.kh/article/1357290
5295,technology295,technology,900,294,https://kohsantepheapdaily.com.kh/article/143972.html
5296,technology296,technology,1569,536,https://kohsantepheapdaily.com.kh/article/792954.html
5297,technology297,technology,2447,859,https://kohsantepheapdaily.com.kh/article/1295503.html
5298,technology298,technology,909,310,https://kohsantepheapdaily.com.kh/article/107220.html
5299,technology299,technology,1174,425,https://news.sabay.com.kh/article/1347735
5300,technology300,technology,1421,481,https://kohsantepheapdaily.com.kh/article/784685.html
5301,technology301,technology,1127,374,https://kohsantepheapdaily.com.kh/article/856697.html
5302,technology302,technology,5532,824,https://dap-news.com/technology/2022/10/26/299926/
5303,technology303,technology,918,321,https://news.sabay.com.kh/article/1358103
5304,technology304,technology,2965,1020,https://news.sabay.com.kh/article/1355121
5305,technology305,technology,2055,738,https://kohsantepheapdaily.com.kh/article/157853.html
5306,technology306,technology,1631,582,https://dap-news.com/technology/2021/05/18/147109/
5307,technology307,technology,2921,1071,https://kohsantepheapdaily.com.kh/article/1974779.html
5308,technology308,technology,73,20,https://kohsantepheapdaily.com.kh/article/104852.html
5309,technology309,technology,1148,429,https://kohsantepheapdaily.com.kh/article/166140.html
5310,technology310,technology,1780,611,https://kohsantepheapdaily.com.kh/article/155873.html
5311,technology311,technology,802,292,https://kohsantepheapdaily.com.kh/article/113352.html
5312,technology312,technology,1993,674,https://news.sabay.com.kh/article/1349713
5313,technology313,technology,2967,1136,https://kohsantepheapdaily.com.kh/article/605839.html
5314,technology314,technology,2164,791,https://kohsantepheapdaily.com.kh/article/167671.html
5315,technology315,technology,3300,1119,https://news.sabay.com.kh/article/1350915
5316,technology316,technology,850,298,https://kohsantepheapdaily.com.kh/article/149210.html
5317,technology317,technology,5569,874,https://dap-news.com/technology/2022/11/09/291036/
5318,technology318,technology,404,140,https://kohsantepheapdaily.com.kh/article/147879.html
5319,technology319,technology,1730,594,https://dap-news.com/technology/2021/04/27/140426/
5320,technology320,technology,815,264,https://news.sabay.com.kh/article/1347594
5321,technology321,technology,978,350,https://kohsantepheapdaily.com.kh/article/120227.html
5322,technology322,technology,3562,1216,https://news.sabay.com.kh/article/1357472
5323,technology323,technology,760,259,https://news.sabay.com.kh/article/1359333
5324,technology324,technology,1917,663,https://kohsantepheapdaily.com.kh/article/160801.html
5325,technology325,technology,928,327,https://kohsantepheapdaily.com.kh/article/153444.html
5326,technology326,technology,2752,981,https://kohsantepheapdaily.com.kh/article/168058.html
5327,technology327,technology,4043,1420,https://news.sabay.com.kh/article/1352025
5328,technology328,technology,1202,430,https://kohsantepheapdaily.com.kh/article/1556192.html
5329,technology329,technology,1023,371,https://news.sabay.com.kh/article/1357595
5330,technology330,technology,1209,434,https://kohsantepheapdaily.com.kh/article/117704.html
5331,technology331,technology,3299,1180,https://kohsantepheapdaily.com.kh/article/2048146.html
5332,technology332,technology,1238,431,https://kohsantepheapdaily.com.kh/article/878656.html
5333,technology333,technology,662,220,https://kohsantepheapdaily.com.kh/article/140725.html
5334,technology334,technology,1472,488,https://kohsantepheapdaily.com.kh/article/627901.html
5335,technology335,technology,694,231,https://kohsantepheapdaily.com.kh/article/146866.html
5336,technology336,technology,1579,579,https://kohsantepheapdaily.com.kh/article/1828784.html
5337,technology337,technology,1450,544,https://kohsantepheapdaily.com.kh/article/671937.html
5338,technology338,technology,2843,1039,https://kohsantepheapdaily.com.kh/article/671866.html
5339,technology339,technology,1174,367,https://kohsantepheapdaily.com.kh/article/155437.html
5340,technology340,technology,754,265,https://news.sabay.com.kh/article/1348987
5341,technology341,technology,768,267,https://news.sabay.com.kh/article/1346037
5342,technology342,technology,948,309,https://kohsantepheapdaily.com.kh/article/148012.html
5343,technology343,technology,3348,1213,https://kohsantepheapdaily.com.kh/article/702963.html
5344,technology344,technology,2142,706,https://news.sabay.com.kh/article/1352457
5345,technology345,technology,5929,2082,https://news.sabay.com.kh/article/1350342
5346,technology346,technology,1161,405,https://news.sabay.com.kh/article/1345530
5347,technology347,technology,1394,473,https://kohsantepheapdaily.com.kh/article/170911.html
5348,technology348,technology,2324,817,https://kohsantepheapdaily.com.kh/article/1811093.html
5349,technology349,technology,1899,676,https://news.sabay.com.kh/article/1354232
5350,technology350,technology,765,261,https://kohsantepheapdaily.com.kh/article/152012.html
5351,technology351,technology,1496,517,https://kohsantepheapdaily.com.kh/article/811734.html
5352,technology352,technology,2157,790,https://kohsantepheapdaily.com.kh/article/171340.html
5353,technology353,technology,1380,487,https://kohsantepheapdaily.com.kh/article/816936.html
5354,technology354,technology,1919,678,https://news.sabay.com.kh/article/1349406
5355,technology355,technology,936,319,https://kohsantepheapdaily.com.kh/article/135017.html
5356,technology356,technology,1701,611,https://kohsantepheapdaily.com.kh/article/584839.html
5357,technology357,technology,1077,365,https://kohsantepheapdaily.com.kh/article/147280.html
5358,technology358,technology,1907,676,https://news.sabay.com.kh/article/1348560
5359,technology359,technology,1365,483,https://kohsantepheapdaily.com.kh/article/158344.html
5360,technology360,technology,1146,394,https://news.sabay.com.kh/article/1356617
5361,technology361,technology,1006,379,https://news.sabay.com.kh/article/1347607
5362,technology362,technology,1356,446,https://kohsantepheapdaily.com.kh/article/166238.html
5363,technology363,technology,1494,494,https://kohsantepheapdaily.com.kh/article/892867.html
5364,technology364,technology,1265,428,https://kohsantepheapdaily.com.kh/article/887006.html
5365,technology365,technology,638,228,https://dap-news.com/technology/2020/12/15/105436/
5366,technology366,technology,1140,411,https://kohsantepheapdaily.com.kh/article/141514.html
5367,technology367,technology,1176,418,https://news.sabay.com.kh/article/1360275
5368,technology368,technology,740,235,https://kohsantepheapdaily.com.kh/article/113640.html
5369,technology369,technology,2275,857,https://kohsantepheapdaily.com.kh/article/167678.html
5370,technology370,technology,1816,647,https://kohsantepheapdaily.com.kh/article/169596.html
5371,technology371,technology,13145,4530,https://news.sabay.com.kh/article/1360193
5372,technology372,technology,1553,504,https://kohsantepheapdaily.com.kh/article/979683.html
5373,technology373,technology,1413,511,https://dap-news.com/technology/2025/02/21/489686/
5374,technology374,technology,1005,370,https://kohsantepheapdaily.com.kh/article/129985.html
5375,technology375,technology,1218,419,https://kohsantepheapdaily.com.kh/article/796949.html
5376,technology376,technology,1471,523,https://kohsantepheapdaily.com.kh/article/1944008.html
5377,technology377,technology,547,191,https://kohsantepheapdaily.com.kh/article/127128.html
5378,technology378,technology,1610,572,https://news.sabay.com.kh/article/1356133
5379,technology379,technology,4349,1459,https://news.sabay.com.kh/article/1354265
5380,technology380,technology,1202,406,https://news.sabay.com.kh/article/1348812
5381,technology381,technology,889,336,https://kohsantepheapdaily.com.kh/article/168067.html
5382,technology382,technology,940,340,https://dap-news.com/technology/2024/07/15/431089/
5383,technology383,technology,833,282,https://kohsantepheapdaily.com.kh/article/841327.html
5384,technology384,technology,4134,1533,https://kohsantepheapdaily.com.kh/article/609188.html
5385,technology385,technology,2714,959,https://news.sabay.com.kh/article/1355227
5386,technology386,technology,1113,398,https://dap-news.com/technology/2021/04/03/132433/
5387,technology387,technology,1009,324,https://news.sabay.com.kh/article/1345767
5388,technology388,technology,967,348,https://kohsantepheapdaily.com.kh/article/138204.html
5389,technology389,technology,919,300,https://news.sabay.com.kh/article/1348195
5390,technology390,technology,1476,524,https://kohsantepheapdaily.com.kh/article/581763.html
5391,technology391,technology,918,329,https://kohsantepheapdaily.com.kh/article/114505.html
5392,technology392,technology,1509,527,https://kohsantepheapdaily.com.kh/article/749011.html
5393,technology393,technology,1130,388,https://news.sabay.com.kh/article/1346750
5394,technology394,technology,2585,912,https://kohsantepheapdaily.com.kh/article/171338.html
5395,technology395,technology,559,199,https://kohsantepheapdaily.com.kh/article/114015.html
5396,technology396,technology,919,301,https://news.sabay.com.kh/article/1347949
5397,technology397,technology,1150,381,https://kohsantepheapdaily.com.kh/article/849233.html
5398,technology398,technology,933,339,https://dap-news.com/technology/2024/03/29/404146/
5399,technology399,technology,1236,423,https://kohsantepheapdaily.com.kh/article/695541.html
5400,technology400,technology,1130,406,https://news.sabay.com.kh/article/1347480
5401,technology401,technology,743,236,https://kohsantepheapdaily.com.kh/article/1824821.html
5402,technology402,technology,14069,4765,https://news.sabay.com.kh/article/1358597
5403,technology403,technology,948,343,https://news.sabay.com.kh/article/1355279
5404,technology404,technology,3395,1194,https://kohsantepheapdaily.com.kh/article/166236.html
5405,technology405,technology,931,340,https://kohsantepheapdaily.com.kh/article/130712.html
5406,technology406,technology,1142,378,https://kohsantepheapdaily.com.kh/article/703050.html
5407,technology407,technology,495,183,https://news.sabay.com.kh/article/1354481
5408,technology408,technology,983,332,https://kohsantepheapdaily.com.kh/article/146189.html
5409,technology409,technology,918,315,https://kohsantepheapdaily.com.kh/article/146126.html
5410,technology410,technology,516,173,https://kohsantepheapdaily.com.kh/article/142756.html
5411,technology411,technology,1618,545,https://news.sabay.com.kh/article/1349222
5412,technology412,technology,2503,873,https://news.sabay.com.kh/article/1352397
5413,technology413,technology,499,165,https://kohsantepheapdaily.com.kh/article/117533.html
5414,technology414,technology,1726,582,https://news.sabay.com.kh/article/1355410
5415,technology415,technology,1765,641,https://kohsantepheapdaily.com.kh/article/169600.html
5416,technology416,technology,1204,443,https://dap-news.com/technology/2024/08/24/441769/
5417,technology417,technology,1302,452,https://kohsantepheapdaily.com.kh/article/1098142.html
5418,technology418,technology,638,209,https://dap-news.com/technology/2020/12/09/104276/
5419,technology419,technology,2143,789,https://kohsantepheapdaily.com.kh/sponsor/1407304.html
5420,technology420,technology,1596,575,https://news.sabay.com.kh/article/1350758
5421,technology421,technology,1844,630,https://kohsantepheapdaily.com.kh/article/166876.html
5422,technology422,technology,1077,362,https://kohsantepheapdaily.com.kh/article/156607.html
5423,technology423,technology,830,293,https://dap-news.com/technology/2024/04/26/410254/
5424,technology424,technology,2157,718,https://news.sabay.com.kh/article/1347801
5425,technology425,technology,1925,692,https://dap-news.com/technology/2023/01/30/308704/
5426,technology426,technology,2004,704,https://kohsantepheapdaily.com.kh/article/153494.html
5427,technology427,technology,1335,475,https://news.sabay.com.kh/article/1347762
5428,technology428,technology,576,201,https://kohsantepheapdaily.com.kh/article/147342.html
5429,technology429,technology,1844,676,https://news.sabay.com.kh/article/1346726
5430,technology430,technology,4959,1707,https://news.sabay.com.kh/article/1360147
5431,technology431,technology,1590,578,https://kohsantepheapdaily.com.kh/article/158734.html
5432,technology432,technology,3073,1126,https://dap-news.com/technology/2024/04/05/406030/
5433,technology433,technology,610,216,https://kohsantepheapdaily.com.kh/article/148200.html
5434,technology434,technology,3399,1140,https://news.sabay.com.kh/article/1360139
5435,technology435,technology,1129,383,https://news.sabay.com.kh/article/1355431
5436,technology436,technology,635,229,https://kohsantepheapdaily.com.kh/article/140313.html
5437,technology437,technology,2074,731,https://kohsantepheapdaily.com.kh/article/1983920.html
5438,technology438,technology,1195,403,https://news.sabay.com.kh/article/1346561
5439,technology439,technology,717,257,https://kohsantepheapdaily.com.kh/article/634092.html
5440,technology440,technology,1252,464,https://kohsantepheapdaily.com.kh/article/150976.html
5441,technology441,technology,2827,1024,https://kohsantepheapdaily.com.kh/article/170908.html
5442,technology442,technology,1724,625,https://news.sabay.com.kh/article/1360462
5443,technology443,technology,2693,986,https://news.sabay.com.kh/article/1357272
5444,technology444,technology,3114,1068,https://news.sabay.com.kh/article/1351265
5445,technology445,technology,1234,460,https://news.sabay.com.kh/article/1358673
5446,technology446,technology,1409,501,https://kohsantepheapdaily.com.kh/article/812276.html
5447,technology447,technology,710,228,https://kohsantepheapdaily.com.kh/article/136101.html
5448,technology448,technology,699,248,https://kohsantepheapdaily.com.kh/article/149762.html
5449,technology449,technology,1466,541,https://kohsantepheapdaily.com.kh/article/858242.html
5450,technology450,technology,1893,654,https://kohsantepheapdaily.com.kh/article/656948.html
5451,technology451,technology,977,369,https://news.sabay.com.kh/article/1360232
5452,technology452,technology,1303,457,https://kohsantepheapdaily.com.kh/article/1327363.html
5453,technology453,technology,2995,1027,https://news.sabay.com.kh/article/1359719
5454,technology454,technology,1486,522,https://kohsantepheapdaily.com.kh/article/798593.html
5455,technology455,technology,1251,423,https://news.sabay.com.kh/article/1354893
5456,technology456,technology,1988,688,https://news.sabay.com.kh/article/1360366
5457,technology457,technology,1077,369,https://kohsantepheapdaily.com.kh/article/875423.html
5458,technology458,technology,1641,577,https://news.sabay.com.kh/article/1355134
5459,technology459,technology,1165,398,https://news.sabay.com.kh/article/1346002
5460,technology460,technology,26378,8187,https://news.sabay.com.kh/article/1360181
5461,technology461,technology,1438,517,https://kohsantepheapdaily.com.kh/article/853563.html
5462,technology462,technology,4601,1722,https://kohsantepheapdaily.com.kh/article/840843.html
5463,technology463,technology,779,279,https://kohsantepheapdaily.com.kh/article/168069.html
5464,technology464,technology,2209,793,https://news.sabay.com.kh/article/1356261
5465,technology465,technology,1379,502,https://news.sabay.com.kh/article/1353998
5466,technology466,technology,1700,581,https://kohsantepheapdaily.com.kh/article/1860105.html
5467,technology467,technology,1913,666,https://kohsantepheapdaily.com.kh/article/612857.html
5468,technology468,technology,1954,685,https://news.sabay.com.kh/article/1357410
5469,technology469,technology,642,206,https://kohsantepheapdaily.com.kh/article/1583128.html
5470,technology470,technology,1275,407,https://kohsantepheapdaily.com.kh/article/724980.html
5471,technology471,technology,8108,2932,https://dap-news.com/technology/2019/12/18/17729/
5472,technology472,technology,3173,1205,https://kohsantepheapdaily.com.kh/article/860927.html
5473,technology473,technology,1182,419,https://kohsantepheapdaily.com.kh/article/855468.html
5474,technology474,technology,494,181,https://kohsantepheapdaily.com.kh/article/119093.html
5475,technology475,technology,3483,1122,https://news.sabay.com.kh/article/1358346
5476,technology476,technology,3009,1006,https://kohsantepheapdaily.com.kh/article/605967.html
5477,technology477,technology,1289,452,https://kohsantepheapdaily.com.kh/article/1255637.html
5478,technology478,technology,1363,491,https://dap-news.com/technology/2021/01/20/113417/
5479,technology479,technology,1092,365,https://news.sabay.com.kh/article/1346708
5480,technology480,technology,1162,391,https://kohsantepheapdaily.com.kh/article/137987.html
5481,technology481,technology,952,315,https://kohsantepheapdaily.com.kh/article/136784.html
5482,technology482,technology,1344,474,https://kohsantepheapdaily.com.kh/article/169240.html
5483,technology483,technology,1271,436,https://news.sabay.com.kh/article/1351479
5484,technology484,technology,1022,325,https://news.sabay.com.kh/article/1345856
5485,technology485,technology,1408,476,https://dap-news.com/technology/2022/01/01/210746/
5486,technology486,technology,818,290,https://news.sabay.com.kh/article/1349990
5487,technology487,technology,1108,414,https://news.sabay.com.kh/article/1347802
5488,technology488,technology,1306,419,https://news.sabay.com.kh/article/1350604
5489,technology489,technology,4725,1722,https://dap-news.com/technology/2023/04/07/324176/
5490,technology490,technology,1268,438,https://dap-news.com/technology/2023/05/12/331625/
5491,technology491,technology,1469,551,https://kohsantepheapdaily.com.kh/article/1756374.html
5492,technology492,technology,1134,401,https://news.sabay.com.kh/article/1345814
5493,technology493,technology,1726,591,https://kohsantepheapdaily.com.kh/article/844239.html
5494,technology494,technology,753,278,https://dap-news.com/technology/2021/01/24/114375/
5495,technology495,technology,578,210,https://kohsantepheapdaily.com.kh/article/106248.html
5496,technology496,technology,863,303,https://news.sabay.com.kh/article/1356854
5497,technology497,technology,772,268,https://kohsantepheapdaily.com.kh/article/30994.html
5498,technology498,technology,966,348,https://kohsantepheapdaily.com.kh/article/163120.html
5499,technology499,technology,1109,385,https://news.sabay.com.kh/article/1347084
5500,technology500,technology,752,250,https://news.sabay.com.kh/article/1353064
5501,technology501,technology,1037,357,https://kohsantepheapdaily.com.kh/article/149061.html
5502,technology502,technology,3227,1149,https://kohsantepheapdaily.com.kh/article/553294.html
5503,technology503,technology,923,326,https://kohsantepheapdaily.com.kh/article/134286.html
5504,technology504,technology,1045,344,https://news.sabay.com.kh/article/1354484
5505,technology505,technology,1647,620,https://kohsantepheapdaily.com.kh/article/667913.html
5506,technology506,technology,4121,1437,https://news.sabay.com.kh/article/1346253
5507,technology507,technology,1648,585,https://kohsantepheapdaily.com.kh/article/849406.html
5508,technology508,technology,1231,432,https://kohsantepheapdaily.com.kh/article/140938.html
5509,technology509,technology,1752,581,https://kohsantepheapdaily.com.kh/article/154708.html
5510,technology510,technology,743,256,https://news.sabay.com.kh/article/1348858
5511,technology511,technology,1711,574,https://kohsantepheapdaily.com.kh/article/171770.html
5512,technology512,technology,860,293,https://kohsantepheapdaily.com.kh/article/146163.html
5513,technology513,technology,1457,484,https://news.sabay.com.kh/article/1346150
5514,technology514,technology,1143,394,https://kohsantepheapdaily.com.kh/article/1259694.html
5515,technology515,technology,690,247,https://dap-news.com/technology/2020/03/20/42336/
5516,technology516,technology,1314,463,https://news.sabay.com.kh/article/1352360
5517,technology517,technology,4222,1499,https://news.sabay.com.kh/article/1353061
5518,technology518,technology,1813,651,https://kohsantepheapdaily.com.kh/article/559775.html
5519,technology519,technology,1165,393,https://news.sabay.com.kh/article/1358525
5520,technology520,technology,1864,605,https://kohsantepheapdaily.com.kh/article/784635.html
5521,technology521,technology,871,305,https://dap-news.com/technology/2021/06/23/158782/
5522,technology522,technology,888,302,https://kohsantepheapdaily.com.kh/article/133883.html
5523,technology523,technology,686,228,https://news.sabay.com.kh/article/1356071
5524,technology524,technology,865,302,https://news.sabay.com.kh/article/1355101
5525,technology525,technology,2120,768,https://kohsantepheapdaily.com.kh/article/170909.html
5526,technology526,technology,1007,368,https://news.sabay.com.kh/article/1355754
5527,technology527,technology,5786,2094,https://dap-news.com/technology/2022/10/05/283124/
5528,technology528,technology,1691,580,https://kohsantepheapdaily.com.kh/article/1917798.html
5529,technology529,technology,988,342,https://news.sabay.com.kh/article/1346780
5530,technology530,technology,595,198,https://kohsantepheapdaily.com.kh/article/129684.html
5531,technology531,technology,1576,531,https://kohsantepheapdaily.com.kh/article/563197.html
5532,technology532,technology,1905,677,https://kohsantepheapdaily.com.kh/article/1827116.html
5533,technology533,technology,1402,465,https://kohsantepheapdaily.com.kh/article/769680.html
5534,technology534,technology,5003,1826,https://kohsantepheapdaily.com.kh/article/635033.html
5535,technology535,technology,1478,513,https://kohsantepheapdaily.com.kh/article/159153.html
5536,technology536,technology,3129,1132,https://news.sabay.com.kh/article/1346782
5537,technology537,technology,2123,759,https://kohsantepheapdaily.com.kh/article/1866600.html
5538,technology538,technology,1012,308,https://kohsantepheapdaily.com.kh/article/1037924.html
5539,technology539,technology,1844,651,https://kohsantepheapdaily.com.kh/article/171764.html
5540,technology540,technology,1578,560,https://news.sabay.com.kh/article/1350470
5541,technology541,technology,1684,569,https://dap-news.com/technology/2024/09/08/445400/
5542,technology542,technology,1415,474,https://kohsantepheapdaily.com.kh/article/807245.html
5543,technology543,technology,1548,527,https://kohsantepheapdaily.com.kh/article/870504.html
